,Income,enrolled_months,education_ordinary_domain,marital_status_ordinary_domain,age,Kidhome,Teenhome,children_number,Recency,MntWines,wines_perc,MntFruits,fruits_perc,MntMeatProducts,meat_perc,MntFishProducts,fish_perc,MntSweetProducts,sweet_perc,MntGoldProds,total_spent,NumDealsPurchases,NumWebPurchases,web_perc,NumCatalogPurchases,catalog_perc,NumStorePurchases,store_perc,total_purchases,spent_per_purchase,NumWebVisitsMonth,Complain,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,total_campaigns,Response
981,64587.0,68,2,2,66,1,1,2,49,66,75.0,0,0.0,16,18.18,0,0.0,6,6.82,20,88,2,1,16.67,1,16.67,4,66.67,6,14.67,3,0,0,0,0,0,0,0,0
982,34824.0,71,2,3,25,0,0,0,65,4,21.05,2,10.53,11,57.89,2,10.53,0,0.0,4,19,1,1,33.33,0,0.0,2,66.67,3,6.33,6,0,0,0,0,0,0,0,0
983,75437.0,75,2,0,42,0,0,0,25,795,53.25,0,0.0,545,36.5,95,6.36,58,3.88,0,1493,1,8,36.36,4,18.18,10,45.45,22,67.86,6,0,1,0,0,0,0,1,0
984,26091.0,72,2,0,63,1,1,2,84,15,21.74,10,14.49,19,27.54,8,11.59,17,24.64,20,69,3,2,33.33,1,16.67,3,50.0,6,11.5,5,0,0,0,0,0,0,0,0
985,52845.0,78,2,1,47,1,0,1,7,384,44.04,25,2.87,292,33.49,130,14.91,41,4.7,64,872,3,8,36.36,8,36.36,6,27.27,22,39.64,6,0,0,0,1,0,0,1,0
986,46086.0,75,2,2,64,0,1,1,34,244,83.28,8,2.73,32,10.92,7,2.39,2,0.68,50,293,4,3,25.0,1,8.33,8,66.67,12,24.42,4,0,0,0,0,0,0,0,0
987,78028.0,89,4,4,64,0,1,1,38,158,32.24,19,3.88,288,58.78,25,5.1,0,0.0,38,490,1,6,31.58,4,21.05,9,47.37,19,25.79,7,0,0,0,0,1,1,2,1
988,95169.0,76,4,3,33,0,0,0,1,1285,68.31,21,1.12,449,23.87,106,5.64,20,1.06,20,1881,1,4,36.36,3,27.27,4,36.36,11,171.0,1,0,1,0,0,0,1,2,1
989,56337.0,83,1,1,39,1,1,2,25,349,64.39,16,2.95,144,26.57,28,5.17,5,0.92,182,542,5,8,47.06,5,29.41,4,23.53,17,31.88,8,0,1,0,1,0,0,2,1
990,22434.0,84,2,0,33,1,0,1,25,4,9.3,12,27.91,11,25.58,3,6.98,13,30.23,15,43,2,2,40.0,0,0.0,3,60.0,5,8.6,8,0,0,0,0,0,0,0,0
991,36930.0,81,4,1,66,0,1,1,50,223,86.43,2,0.78,31,12.02,0,0.0,2,0.78,39,258,5,5,45.45,2,18.18,4,36.36,11,23.45,8,0,0,0,0,0,0,0,0
992,36130.0,84,2,3,66,0,1,1,46,157,34.81,43,9.53,127,28.16,68,15.08,56,12.42,37,451,6,3,20.0,8,53.33,4,26.67,15,30.07,4,0,0,0,1,0,0,1,1
993,65569.0,87,3,1,67,0,1,1,96,397,50.32,46,5.83,288,36.5,20,2.53,38,4.82,70,789,2,6,28.57,5,23.81,10,47.62,21,37.57,3,0,0,0,0,0,0,0,0
994,83844.0,81,2,0,68,0,0,0,57,901,65.15,31,2.24,345,24.95,75,5.42,31,2.24,191,1383,1,4,21.05,4,21.05,11,57.89,19,72.79,1,0,0,0,0,0,1,1,0
995,19514.0,73,2,1,52,1,1,2,47,14,34.15,3,7.32,21,51.22,2,4.88,1,2.44,28,41,4,3,50.0,1,16.67,2,33.33,6,6.83,8,0,0,0,1,0,0,1,0
996,36736.0,81,4,3,57,1,1,2,52,10,76.92,0,0.0,3,23.08,0,0.0,0,0.0,4,13,1,1,33.33,0,0.0,2,66.67,3,4.33,6,0,0,0,0,0,0,0,0
997,77568.0,90,2,0,41,0,1,1,30,1230,60.41,0,0.0,396,19.45,232,11.39,178,8.74,158,2036,1,10,50.0,2,10.0,8,40.0,20,101.8,5,0,1,0,0,1,1,3,0
998,49187.0,73,4,0,44,0,1,1,63,81,69.83,1,0.86,31,26.72,2,1.72,1,0.86,0,116,1,1,14.29,1,14.29,5,71.43,7,16.57,2,0,0,0,0,0,0,0,0
999,30168.0,83,2,3,42,1,0,1,51,154,61.11,20,7.94,66,26.19,0,0.0,12,4.76,27,252,7,6,54.55,1,9.09,4,36.36,11,22.91,9,0,0,0,0,0,0,0,0
1000,34053.0,89,3,0,52,0,1,1,14,63,69.23,0,0.0,21,23.08,7,7.69,0,0.0,12,91,1,3,50.0,0,0.0,3,50.0,6,15.17,8,0,0,0,0,0,0,0,0
1001,38196.0,70,3,1,49,1,1,2,20,30,73.17,0,0.0,11,26.83,0,0.0,0,0.0,3,41,3,2,33.33,0,0.0,4,66.67,6,6.83,5,0,0,0,0,0,0,0,0
1002,59412.0,70,3,1,69,0,0,0,56,90,22.78,67,16.96,165,41.77,30,7.59,43,10.89,11,395,1,4,28.57,2,14.29,8,57.14,14,28.21,3,0,0,0,0,0,0,0,0
1003,70924.0,70,1,1,55,0,0,0,41,635,49.34,114,8.86,254,19.74,132,10.26,152,11.81,76,1287,1,6,31.58,6,31.58,7,36.84,19,67.74,3,0,0,0,0,0,1,1,0
1004,54165.0,81,2,0,51,0,0,0,72,127,56.44,4,1.78,73,32.44,15,6.67,6,2.67,11,225,1,2,20.0,1,10.0,7,70.0,10,22.5,2,0,0,0,0,0,0,0,0
1005,32300.0,85,2,1,47,1,0,1,1,13,39.39,3,9.09,6,18.18,6,18.18,5,15.15,6,33,1,1,25.0,0,0.0,3,75.0,4,8.25,8,0,0,0,0,0,0,0,0
1006,20180.0,84,2,3,44,0,0,0,27,18,15.13,42,35.29,24,20.17,15,12.61,20,16.81,18,119,1,2,28.57,1,14.29,4,57.14,7,17.0,7,0,0,0,0,0,0,0,0
1007,34961.0,68,2,1,47,1,0,1,77,45,57.69,2,2.56,26,33.33,4,5.13,1,1.28,1,78,3,3,42.86,1,14.29,3,42.86,7,11.14,7,0,0,0,0,0,0,0,0
1008,28440.0,79,4,0,46,1,0,1,87,38,60.32,1,1.59,24,38.1,0,0.0,0,0.0,0,63,1,2,40.0,0,0.0,3,60.0,5,12.6,8,0,0,0,0,0,0,0,0
1009,64504.0,83,4,0,67,1,2,3,81,986,81.76,36,2.99,168,13.93,16,1.33,0,0.0,108,1206,7,11,61.11,3,16.67,4,22.22,18,67.0,7,0,0,0,0,0,0,0,1
1010,33564.0,68,3,0,54,0,1,1,51,61,95.31,0,0.0,3,4.69,0,0.0,0,0.0,7,64,1,1,20.0,1,20.0,3,60.0,5,12.8,5,0,0,0,0,0,0,0,0
1011,17345.0,87,2,1,42,1,0,1,79,4,8.7,9,19.57,16,34.78,17,36.96,0,0.0,12,46,2,2,40.0,1,20.0,2,40.0,5,9.2,8,0,0,0,0,0,0,0,0
1012,56320.0,82,4,1,53,0,1,1,11,201,32.47,53,8.56,172,27.79,116,18.74,77,12.44,83,619,3,5,27.78,4,22.22,9,50.0,18,34.39,4,0,0,0,0,0,0,0,0
1013,28647.0,78,2,3,42,1,0,1,54,19,27.94,8,11.76,29,42.65,0,0.0,12,17.65,26,68,1,2,33.33,2,33.33,2,33.33,6,11.33,7,0,0,0,1,0,0,1,1
1014,15038.0,85,0,3,33,1,0,1,93,4,7.41,8,14.81,11,20.37,19,35.19,12,22.22,26,54,2,2,40.0,1,20.0,2,40.0,5,10.8,9,0,0,0,0,0,0,0,0
1015,32173.0,78,4,2,62,0,1,1,0,18,90.0,0,0.0,2,10.0,0,0.0,0,0.0,2,20,1,1,25.0,0,0.0,3,75.0,4,5.0,4,0,0,0,0,0,0,0,0
1016,68316.0,87,1,0,56,0,1,1,54,806,68.42,80,6.79,161,13.67,120,10.19,11,0.93,33,1178,5,10,37.04,7,25.93,10,37.04,27,43.63,6,0,0,0,0,0,0,0,0
1017,74538.0,80,2,0,49,0,0,0,21,380,26.52,98,6.84,733,51.15,110,7.68,112,7.82,28,1433,1,8,38.1,8,38.1,5,23.81,21,68.24,3,0,0,0,0,0,1,1,1
1018,91700.0,85,2,3,49,0,0,0,58,576,29.55,172,8.83,961,49.31,125,6.41,115,5.9,19,1949,1,8,42.11,6,31.58,5,26.32,19,102.58,3,0,0,0,0,0,0,0,1
1019,68695.0,68,2,0,51,0,0,0,3,458,43.58,81,7.71,356,33.87,106,10.09,50,4.76,40,1051,1,4,26.67,4,26.67,7,46.67,15,70.07,2,0,0,0,0,0,0,0,0
1020,31056.0,85,1,1,43,1,0,1,99,5,12.82,10,25.64,13,33.33,3,7.69,8,20.51,16,39,1,1,25.0,0,0.0,3,75.0,4,9.75,8,0,0,0,0,0,0,0,0
1021,79593.0,69,2,1,47,0,0,0,70,350,28.67,60,4.91,568,46.52,110,9.01,133,10.89,145,1221,1,5,27.78,6,33.33,7,38.89,18,67.83,2,0,0,0,0,0,1,1,0
1022,28071.0,90,2,3,40,0,0,0,65,39,14.5,33,12.27,130,48.33,41,15.24,26,9.67,44,269,2,5,45.45,1,9.09,5,45.45,11,24.45,8,0,0,0,0,0,0,0,0
1023,37334.0,72,4,0,62,1,1,2,44,26,55.32,1,2.13,16,34.04,2,4.26,2,4.26,15,47,4,3,42.86,0,0.0,4,57.14,7,6.71,4,0,0,0,0,0,0,0,0
1024,46423.0,77,3,3,48,1,1,2,6,68,80.95,0,0.0,16,19.05,0,0.0,0,0.0,8,84,3,2,33.33,0,0.0,4,66.67,6,14.0,7,0,0,0,0,0,0,0,0
1025,37126.0,71,4,1,49,1,0,1,9,45,69.23,3,4.62,9,13.85,4,6.15,4,6.15,7,65,1,1,20.0,2,40.0,2,40.0,5,13.0,6,0,0,0,1,0,0,1,1
1026,47703.0,81,2,1,67,0,1,1,95,359,67.48,0,0.0,134,25.19,13,2.44,26,4.89,123,532,4,6,35.29,3,17.65,8,47.06,17,31.29,5,0,0,0,0,0,0,0,0
1027,61180.0,70,2,1,61,0,1,1,70,403,82.92,24,4.94,29,5.97,6,1.23,24,4.94,218,486,2,5,31.25,5,31.25,6,37.5,16,30.38,3,0,0,0,1,0,0,1,0
1028,38998.0,87,2,1,66,1,1,2,92,34,69.39,1,2.04,14,28.57,0,0.0,0,0.0,5,49,3,2,40.0,0,0.0,3,60.0,5,9.8,8,1,0,0,0,0,0,0,0
1029,8028.0,89,2,3,29,0,0,0,62,73,41.48,18,10.23,66,37.5,7,3.98,12,6.82,2,176,15,0,0.0,1,100.0,0,0.0,1,176.0,19,0,0,0,0,0,0,0,0
1030,76081.0,69,2,0,58,0,0,0,85,292,35.05,30,3.6,415,49.82,63,7.56,33,3.96,200,833,1,4,30.77,5,38.46,4,30.77,13,64.08,2,0,1,0,0,0,0,1,0
1031,34728.0,79,2,0,34,1,0,1,2,14,46.67,0,0.0,16,53.33,0,0.0,0,0.0,6,30,1,1,25.0,1,25.0,2,50.0,4,7.5,6,0,0,0,0,0,0,0,1
1032,33168.0,88,3,3,55,0,1,1,0,80,67.23,1,0.84,37,31.09,0,0.0,1,0.84,3,119,3,2,28.57,1,14.29,4,57.14,7,17.0,7,0,0,0,0,0,0,0,0
1033,33585.0,77,3,1,54,0,1,1,91,30,32.26,11,11.83,33,35.48,13,13.98,6,6.45,29,93,1,2,33.33,0,0.0,4,66.67,6,15.5,4,0,0,0,0,0,0,0,0
1034,77037.0,76,4,1,60,0,1,1,3,463,41.6,96,8.63,333,29.92,168,15.09,53,4.76,10,1113,1,7,26.92,7,26.92,12,46.15,26,42.81,3,0,0,0,0,0,0,0,0
1035,35196.0,87,2,0,36,1,0,1,68,75,24.19,12,3.87,141,45.48,43,13.87,39,12.58,187,310,6,6,50.0,1,8.33,5,41.67,12,25.83,8,0,0,0,0,0,0,0,1
1036,44529.0,79,2,1,54,0,1,1,98,538,80.9,13,1.95,91,13.68,17,2.56,6,0.9,26,665,6,6,31.58,2,10.53,11,57.89,19,35.0,5,0,0,0,0,1,0,1,0
1037,70924.0,70,1,1,55,0,0,0,41,635,49.34,114,8.86,254,19.74,132,10.26,152,11.81,76,1287,1,6,31.58,6,31.58,7,36.84,19,67.74,3,0,0,0,0,0,1,1,0
1038,28764.0,68,4,0,54,1,1,2,16,8,72.73,0,0.0,3,27.27,0,0.0,0,0.0,1,11,1,1,33.33,0,0.0,2,66.67,3,3.67,8,0,0,0,1,0,0,1,0
1039,69098.0,84,4,1,71,0,0,0,82,1315,58.13,22,0.97,780,34.48,145,6.41,0,0.0,178,2262,1,7,29.17,8,33.33,9,37.5,24,94.25,5,0,0,0,0,0,0,0,0
1040,25959.0,84,1,2,50,1,1,2,1,4,13.33,2,6.67,12,40.0,7,23.33,5,16.67,26,30,2,1,20.0,2,40.0,2,40.0,5,6.0,6,0,0,0,0,0,0,0,1
1041,27100.0,82,3,1,37,1,0,1,64,12,44.44,0,0.0,13,48.15,2,7.41,0,0.0,10,27,1,1,25.0,0,0.0,3,75.0,4,6.75,7,0,0,0,0,0,0,0,0
1042,70596.0,88,2,3,35,0,0,0,68,347,36.84,44,4.67,534,56.69,17,1.8,0,0.0,26,942,1,3,15.0,5,25.0,12,60.0,20,47.1,2,0,0,0,0,0,0,0,0
1043,42557.0,90,2,1,46,0,1,1,98,192,75.29,5,1.96,53,20.78,0,0.0,5,1.96,15,255,4,6,54.55,1,9.09,4,36.36,11,23.18,8,0,0,0,0,0,0,0,0
1044,53312.0,78,4,1,69,0,0,0,32,241,95.26,0,0.0,12,4.74,0,0.0,0,0.0,25,253,1,5,45.45,1,9.09,5,45.45,11,23.0,7,0,0,0,0,0,0,0,0
1045,72228.0,87,2,3,68,0,0,0,87,631,52.85,28,2.35,491,41.12,30,2.51,14,1.17,56,1194,1,6,28.57,7,33.33,8,38.1,21,56.86,3,0,0,0,0,0,0,0,0
1046,67605.0,83,2,0,33,0,0,0,84,336,38.01,28,3.17,282,31.9,184,20.81,54,6.11,54,884,1,2,12.5,8,50.0,6,37.5,16,55.25,1,0,0,0,0,0,0,0,0
1047,62845.0,88,3,1,71,1,1,2,3,1099,96.07,0,0.0,45,3.93,0,0.0,0,0.0,34,1144,11,3,17.65,4,23.53,10,58.82,17,67.29,8,0,0,0,0,1,0,1,0
1048,65196.0,79,2,0,62,0,2,2,34,743,77.8,19,1.99,181,18.95,12,1.26,0,0.0,200,955,2,7,29.17,6,25.0,11,45.83,24,39.79,5,0,0,0,1,0,0,1,0
1049,42000.0,85,4,3,33,0,0,0,23,124,20.06,83,13.43,267,43.2,85,13.75,59,9.55,35,618,2,5,27.78,2,11.11,11,61.11,18,34.33,5,0,0,0,0,0,0,0,1
1050,35860.0,69,4,2,47,1,1,2,37,15,51.72,0,0.0,8,27.59,4,13.79,2,6.9,20,29,2,1,25.0,1,25.0,2,50.0,4,7.25,5,0,0,0,1,0,0,1,0
1051,65526.0,70,4,1,56,0,1,1,22,397,79.88,19,3.82,69,13.88,12,2.41,0,0.0,9,497,1,4,25.0,4,25.0,8,50.0,16,31.06,2,0,0,0,0,0,0,0,0
1052,16860.0,89,2,1,59,1,1,2,19,10,41.67,4,16.67,4,16.67,3,12.5,3,12.5,14,24,3,1,20.0,1,20.0,3,60.0,5,4.8,7,0,0,0,0,0,0,0,0
1053,83528.0,69,2,3,28,0,0,0,7,530,35.26,117,7.78,678,45.11,134,8.92,44,2.93,147,1503,1,4,18.18,10,45.45,8,36.36,22,68.32,1,0,1,0,1,0,0,2,1
1054,64176.0,90,1,2,55,0,1,1,52,1215,72.45,33,1.97,249,14.85,64,3.82,116,6.92,149,1677,8,8,32.0,9,36.0,8,32.0,25,67.08,6,0,0,0,0,0,0,0,0
1055,22304.0,90,2,2,64,0,0,0,91,3,18.75,2,12.5,7,43.75,0,0.0,4,25.0,2,16,1,1,33.33,0,0.0,2,66.67,3,5.33,8,0,0,0,0,0,0,0,0
1056,67023.0,71,2,1,42,0,0,0,93,444,49.94,44,4.95,382,42.97,11,1.24,8,0.9,17,889,1,3,13.04,7,30.43,13,56.52,23,38.65,2,1,0,0,0,0,0,0,0
1057,32892.0,69,4,0,49,1,0,1,78,26,59.09,0,0.0,15,34.09,2,4.55,1,2.27,2,44,2,3,50.0,0,0.0,3,50.0,6,7.33,8,0,0,0,0,0,0,0,0
1058,70713.0,86,2,0,54,0,1,1,23,736,57.19,114,8.86,279,21.68,82,6.37,76,5.91,190,1287,6,5,26.32,6,31.58,8,42.11,19,67.74,3,0,0,0,0,0,0,0,0
1059,59925.0,87,2,0,65,0,1,1,83,473,66.62,21,2.96,176,24.79,19,2.68,21,2.96,56,710,3,9,45.0,2,10.0,9,45.0,20,35.5,6,0,0,0,0,0,0,0,0
1060,39722.0,72,2,1,67,0,1,1,92,32,82.05,0,0.0,5,12.82,2,5.13,0,0.0,8,39,2,2,40.0,0,0.0,3,60.0,5,7.8,5,0,0,0,0,0,0,0,0
1061,46610.0,79,2,0,62,0,0,0,4,288,84.21,10,2.92,30,8.77,4,1.17,10,2.92,125,342,1,6,46.15,1,7.69,6,46.15,13,26.31,6,0,0,0,0,0,0,0,0
1062,88347.0,79,2,0,59,0,0,0,32,1050,52.55,178,8.91,555,27.78,77,3.85,138,6.91,118,1998,1,4,20.0,7,35.0,9,45.0,20,99.9,1,0,1,0,0,0,0,1,0
1063,87171.0,81,4,1,39,0,0,0,27,1001,79.82,44,3.51,107,8.53,58,4.63,44,3.51,44,1254,1,6,25.0,7,29.17,11,45.83,24,52.25,2,0,0,0,1,0,1,2,0
1064,26907.0,78,1,0,44,1,1,2,10,9,45.0,1,5.0,7,35.0,0,0.0,3,15.0,2,20,2,1,25.0,0,0.0,3,75.0,4,5.0,7,0,0,0,0,0,0,0,0
1065,50014.0,73,3,3,52,1,0,1,9,234,66.1,14,3.95,77,21.75,19,5.37,10,2.82,42,354,2,4,30.77,1,7.69,8,61.54,13,27.23,5,0,0,0,0,0,0,0,0
1066,41014.0,82,4,1,42,1,0,1,65,7,41.18,2,11.76,6,35.29,2,11.76,0,0.0,3,17,1,1,33.33,0,0.0,2,66.67,3,5.67,7,0,0,0,0,0,0,0,0
1067,66294.0,71,2,3,55,0,0,0,68,251,29.53,108,12.71,334,39.29,65,7.65,92,10.82,117,850,1,4,33.33,3,25.0,5,41.67,12,70.83,2,0,0,0,0,0,0,0,0
1068,36715.0,87,2,1,49,1,0,1,16,172,50.44,10,2.93,125,36.66,21,6.16,13,3.81,16,341,6,7,53.85,2,15.38,4,30.77,13,26.23,9,0,0,0,0,0,0,0,1
1069,79456.0,90,2,1,64,0,0,0,12,565,43.39,42,3.23,548,42.09,64,4.92,83,6.37,99,1302,1,5,33.33,6,40.0,4,26.67,15,86.8,3,0,0,0,0,0,0,0,1
1070,40479.0,78,2,0,38,1,0,1,95,5,33.33,0,0.0,8,53.33,2,13.33,0,0.0,0,15,1,0,0.0,0,0.0,3,100.0,3,5.0,4,0,0,0,0,0,0,0,0
1071,75345.0,84,3,3,50,0,0,0,16,918,46.98,57,2.92,842,43.09,99,5.07,38,1.94,133,1954,1,5,26.32,8,42.11,6,31.58,19,102.84,3,0,1,0,0,0,0,1,1
1072,54233.0,84,2,1,43,0,1,1,46,652,77.71,8,0.95,158,18.83,21,2.5,0,0.0,142,839,4,11,50.0,6,27.27,5,22.73,22,38.14,8,0,0,0,0,0,0,0,0
1073,24163.0,76,2,3,50,1,1,2,3,4,26.67,1,6.67,7,46.67,2,13.33,1,6.67,2,15,2,1,25.0,0,0.0,3,75.0,4,3.75,4,0,0,0,0,0,0,0,0
1074,84460.0,85,4,0,62,0,0,0,80,152,34.39,27,6.11,103,23.3,106,23.98,54,12.22,81,442,0,9,40.91,9,40.91,4,18.18,22,20.09,5,0,1,1,0,1,1,4,1
1075,43776.0,69,2,0,37,1,0,1,77,8,40.0,0,0.0,9,45.0,2,10.0,1,5.0,3,20,1,1,33.33,0,0.0,2,66.67,3,6.67,6,0,0,0,0,0,0,0,0
1076,71691.0,71,4,3,62,0,0,0,0,336,29.24,130,11.31,411,35.77,240,20.89,32,2.79,43,1149,1,4,25.0,7,43.75,5,31.25,16,71.81,2,0,0,0,0,0,0,0,1
1077,85844.0,69,4,1,47,0,0,0,62,938,48.85,19,0.99,843,43.91,25,1.3,95,4.95,38,1920,1,6,31.58,6,31.58,7,36.84,19,101.05,2,0,0,0,0,0,1,1,0
1078,39190.0,70,4,3,46,1,0,1,91,68,56.2,8,6.61,18,14.88,19,15.7,8,6.61,12,121,2,2,28.57,1,14.29,4,57.14,7,17.29,5,0,0,0,0,0,0,0,0
1079,71367.0,78,2,0,61,0,0,0,24,227,32.34,23,3.28,389,55.41,42,5.98,21,2.99,75,702,1,4,25.0,5,31.25,7,43.75,16,43.88,2,0,0,0,0,0,0,0,0
1080,38578.0,80,4,3,48,1,1,2,2,38,54.29,4,5.71,22,31.43,3,4.29,3,4.29,3,70,3,3,50.0,0,0.0,3,50.0,6,11.67,8,0,0,0,0,0,0,0,0
1081,57236.0,71,4,1,55,1,1,2,22,105,89.74,0,0.0,9,7.69,2,1.71,1,0.85,4,117,3,2,28.57,1,14.29,4,57.14,7,16.71,3,0,0,0,0,0,0,0,0
1082,61825.0,78,2,3,41,0,1,1,56,162,40.81,50,12.59,100,25.19,55,13.85,30,7.56,27,397,1,4,28.57,2,14.29,8,57.14,14,28.36,4,0,0,0,0,0,0,0,0
1083,79803.0,68,2,2,62,0,1,1,54,574,68.74,8,0.96,216,25.87,21,2.51,16,1.92,33,835,1,4,33.33,3,25.0,5,41.67,12,69.58,1,0,0,0,0,0,0,0,0
1084,80910.0,88,1,3,34,0,0,0,71,160,22.38,80,11.19,369,51.61,67,9.37,39,5.45,41,715,1,3,21.43,3,21.43,8,57.14,14,51.07,1,0,0,0,0,0,0,0,0
1085,27590.0,82,3,0,38,1,0,1,38,6,54.55,0,0.0,5,45.45,0,0.0,0,0.0,1,11,1,1,33.33,0,0.0,2,66.67,3,3.67,7,0,0,0,0,0,0,0,0
1086,56775.0,85,2,1,41,0,1,1,62,614,68.07,35,3.88,160,17.74,58,6.43,35,3.88,35,902,2,5,21.74,8,34.78,10,43.48,23,39.22,5,0,0,0,0,0,0,0,0
1087,83829.0,76,2,2,45,0,0,0,78,897,48.88,161,8.77,430,23.43,186,10.14,161,8.77,27,1835,0,4,23.53,7,41.18,6,35.29,17,107.94,1,0,1,0,1,0,1,3,1
1088,54210.0,81,1,1,41,0,1,1,18,70,21.74,54,16.77,109,33.85,80,24.84,9,2.8,45,322,2,4,33.33,1,8.33,7,58.33,12,26.83,5,0,0,0,0,0,0,0,0
1089,38508.0,78,2,1,34,1,0,1,95,120,30.85,19,4.88,206,52.96,25,6.43,19,4.88,54,389,6,7,50.0,2,14.29,5,35.71,14,27.79,8,0,0,0,0,0,0,0,0
1090,53187.0,76,2,0,50,1,0,1,66,211,82.1,2,0.78,30,11.67,7,2.72,7,2.72,10,257,2,4,36.36,1,9.09,6,54.55,11,23.36,5,0,0,0,0,0,0,0,0
1091,30023.0,71,2,1,48,1,0,1,28,11,27.5,0,0.0,16,40.0,7,17.5,6,15.0,21,40,1,2,40.0,0,0.0,3,60.0,5,8.0,8,0,0,0,0,0,0,0,0
1092,76045.0,75,4,3,60,0,0,0,78,760,57.45,53,4.01,400,30.23,17,1.28,93,7.03,0,1323,1,4,20.0,5,25.0,11,55.0,20,66.15,2,0,1,0,0,0,0,1,0
1093,50870.0,68,4,1,68,0,1,1,13,53,86.89,0,0.0,8,13.11,0,0.0,0,0.0,2,61,1,2,40.0,0,0.0,3,60.0,5,12.2,5,0,0,0,0,0,0,0,0
1094,15315.0,78,1,1,50,0,0,0,27,7,14.89,4,8.51,13,27.66,15,31.91,8,17.02,17,47,2,2,33.33,0,0.0,4,66.67,6,7.83,5,0,0,0,0,0,0,0,0
1095,65463.0,73,1,1,46,1,0,1,17,391,71.61,32,5.86,70,12.82,21,3.85,32,5.86,16,546,2,6,35.29,2,11.76,9,52.94,17,32.12,5,0,0,0,0,1,0,1,0
1096,66480.0,69,2,1,55,1,1,2,71,199,65.03,9,2.94,57,18.63,20,6.54,21,6.86,6,306,7,4,33.33,1,8.33,7,58.33,12,25.5,4,0,0,0,0,0,0,0,0
1097,76773.0,84,2,2,66,0,0,0,79,516,45.26,56,4.91,449,39.39,86,7.54,33,2.89,16,1140,1,2,13.33,2,13.33,11,73.33,15,76.0,1,0,0,0,0,0,0,0,0
1098,81698.0,83,1,3,37,0,0,0,1,709,66.95,45,4.25,115,10.86,30,2.83,160,15.11,45,1059,1,8,53.33,2,13.33,5,33.33,15,70.6,5,0,1,0,0,0,0,1,1
1099,54466.0,72,4,3,47,1,1,2,78,12,75.0,0,0.0,4,25.0,0,0.0,0,0.0,0,16,1,1,33.33,0,0.0,2,66.67,3,5.33,5,0,0,0,0,0,0,0,0
1100,98777.0,72,3,3,60,0,0,0,23,1000,50.76,19,0.96,711,36.09,125,6.35,115,5.84,38,1970,0,4,21.05,6,31.58,9,47.37,19,103.68,1,0,0,0,0,1,0,1,0
1101,16269.0,78,4,3,36,1,0,1,75,19,43.18,3,6.82,18,40.91,3,6.82,1,2.27,0,44,3,3,50.0,0,0.0,3,50.0,6,7.33,8,0,0,0,0,0,0,0,0
1102,71819.0,78,2,0,49,0,1,1,70,1224,87.06,28,1.99,140,9.96,0,0.0,14,1.0,168,1406,3,3,27.27,3,27.27,5,45.45,11,127.82,6,0,0,0,0,1,1,2,0
1103,33569.0,76,4,1,37,1,0,1,10,16,41.03,2,5.13,18,46.15,3,7.69,0,0.0,24,39,1,1,25.0,1,25.0,2,50.0,4,9.75,8,0,0,0,1,0,0,1,1
1104,36262.0,77,3,1,37,0,0,0,24,88,32.23,39,14.29,54,19.78,64,23.44,28,10.26,153,273,1,3,27.27,5,45.45,3,27.27,11,24.82,6,0,0,0,1,0,0,1,1
1105,22634.0,85,0,0,54,0,0,0,47,2,4.0,23,46.0,11,22.0,8,16.0,6,12.0,46,50,1,2,40.0,1,20.0,2,40.0,5,10.0,8,0,0,0,0,0,0,0,0
1106,47025.0,77,1,1,42,0,1,1,98,508,83.83,11,1.82,59,9.74,23,3.8,5,0.83,29,606,5,11,61.11,1,5.56,6,33.33,18,33.67,9,0,0,0,0,0,0,0,0
1107,70566.0,76,2,3,52,0,1,1,4,381,51.77,28,3.8,215,29.21,84,11.41,28,3.8,21,736,2,6,30.0,5,25.0,9,45.0,20,36.8,3,0,0,0,0,0,0,0,0
1108,31605.0,87,4,1,41,1,0,1,15,74,62.18,0,0.0,42,35.29,2,1.68,1,0.84,6,119,2,2,28.57,1,14.29,4,57.14,7,17.0,7,0,0,0,0,0,0,0,0
1109,52034.0,81,3,2,47,1,1,2,67,146,56.37,0,0.0,93,35.91,7,2.7,13,5.02,73,259,5,4,36.36,2,18.18,5,45.45,11,23.55,7,0,0,0,0,0,0,0,0
1110,48526.0,74,2,3,41,1,0,1,32,23,18.25,17,13.49,23,18.25,43,34.13,20,15.87,9,126,1,2,28.57,1,14.29,4,57.14,7,18.0,3,0,0,0,0,0,0,0,0
1111,46734.0,87,2,1,66,0,1,1,40,110,36.54,5,1.66,137,45.51,26,8.64,23,7.64,29,301,2,6,50.0,1,8.33,5,41.67,12,25.08,7,0,0,0,0,0,0,0,0
1112,39552.0,86,2,2,58,1,1,2,54,165,48.1,3,0.87,147,42.86,4,1.17,24,7.0,41,343,7,6,46.15,2,15.38,5,38.46,13,26.38,8,0,0,0,0,0,0,0,1
1113,86358.0,90,2,3,54,1,1,2,78,957,58.82,47,2.89,494,30.36,82,5.04,47,2.89,95,1627,4,5,35.71,3,21.43,6,42.86,14,116.21,8,0,0,0,0,0,0,0,0
1114,46931.0,70,2,0,43,2,1,3,94,41,66.13,0,0.0,17,27.42,3,4.84,1,1.61,16,62,2,1,20.0,1,20.0,3,60.0,5,12.4,3,0,0,0,0,0,0,0,0
